english_title,new_hymnal_numbers,old_hymnal_numbers,recommended_manual_query,youtube_search,google_search,hymns_for_worship_search,hymncds_search,notes
No Night There,241,,"""No Night There"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22No+Night+There%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22No+Night+There%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=No+Night+There,https://www.hymncds.com/search?type=product&q=No+Night+There,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Not I,But Christ",,56,"""Not I,But Christ"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Not+I%2CBut+Christ%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Not+I%2CBut+Christ%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Not+I%2CBut+Christ,https://www.hymncds.com/search?type=product&q=Not+I%2CBut+Christ,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Nothing But the Blood of Jesus,164,,"""Nothing But the Blood of Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Nothing+But+the+Blood+of+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Nothing+But+the+Blood+of+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Nothing+But+the+Blood+of+Jesus,https://www.hymncds.com/search?type=product&q=Nothing+But+the+Blood+of+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Noting But the Blood,,163,"""Noting But the Blood"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Noting+But+the+Blood%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Noting+But+the+Blood%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Noting+But+the+Blood,https://www.hymncds.com/search?type=product&q=Noting+But+the+Blood,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Now I've Found a Jewel,173,159,"""Now I've Found a Jewel"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Now+I%27ve+Found+a+Jewel%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Now+I%27ve+Found+a+Jewel%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Now+I%27ve+Found+a+Jewel,https://www.hymncds.com/search?type=product&q=Now+I%27ve+Found+a+Jewel,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Now Spread Thy Wings of Love,71,72,"""Now Spread Thy Wings of Love"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Now+Spread+Thy+Wings+of+Love%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Now+Spread+Thy+Wings+of+Love%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Now+Spread+Thy+Wings+of+Love,https://www.hymncds.com/search?type=product&q=Now+Spread+Thy+Wings+of+Love,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Brother be Faithful,125,124,"""O Brother be Faithful"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Brother+be+Faithful%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Brother+be+Faithful%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Brother+be+Faithful,https://www.hymncds.com/search?type=product&q=O+Brother+be+Faithful,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"O Come, All Ye Faithful",283,283,"""O Come, All Ye Faithful"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Come%2C+All+Ye+Faithful%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Come%2C+All+Ye+Faithful%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Come%2C+All+Ye+Faithful,https://www.hymncds.com/search?type=product&q=O+Come%2C+All+Ye+Faithful,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Day of Rest and Gladness,195,195,"""O Day of Rest and Gladness"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Day+of+Rest+and+Gladness%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Day+of+Rest+and+Gladness%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Day+of+Rest+and+Gladness,https://www.hymncds.com/search?type=product&q=O+Day+of+Rest+and+Gladness,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Happy Day! That Fixed My Choice,135,135,"""O Happy Day! That Fixed My Choice"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Happy+Day%21+That+Fixed+My+Choice%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Happy+Day%21+That+Fixed+My+Choice%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Happy+Day%21+That+Fixed+My+Choice,https://www.hymncds.com/search?type=product&q=O+Happy+Day%21+That+Fixed+My+Choice,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Holy Night,280,280,"""O Holy Night"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Holy+Night%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Holy+Night%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Holy+Night,https://www.hymncds.com/search?type=product&q=O+Holy+Night,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Let Me Walk With Thee,89,90,"""O Let Me Walk With Thee"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Let+Me+Walk+With+Thee%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Let+Me+Walk+With+Thee%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Let+Me+Walk+With+Thee,https://www.hymncds.com/search?type=product&q=O+Let+Me+Walk+With+Thee,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Little Town of Bethelehem,,281,"""O Little Town of Bethelehem"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Little+Town+of+Bethelehem%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Little+Town+of+Bethelehem%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Little+Town+of+Bethelehem,https://www.hymncds.com/search?type=product&q=O+Little+Town+of+Bethelehem,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Little Town of Bethlehem,281,,"""O Little Town of Bethlehem"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Little+Town+of+Bethlehem%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Little+Town+of+Bethlehem%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Little+Town+of+Bethlehem,https://www.hymncds.com/search?type=product&q=O+Little+Town+of+Bethlehem,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Lord In Your Mercy,72,,"""O Lord In Your Mercy"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Lord+In+Your+Mercy%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Lord+In+Your+Mercy%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Lord+In+Your+Mercy,https://www.hymncds.com/search?type=product&q=O+Lord+In+Your+Mercy,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Lord Our Saviour,246,231,"""O Lord Our Saviour"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Lord+Our+Saviour%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Lord+Our+Saviour%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Lord+Our+Saviour,https://www.hymncds.com/search?type=product&q=O+Lord+Our+Saviour,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Now I See the Crimson Wave,311,184,"""O Now I See the Crimson Wave"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Now+I+See+the+Crimson+Wave%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Now+I+See+the+Crimson+Wave%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Now+I+See+the+Crimson+Wave,https://www.hymncds.com/search?type=product&q=O+Now+I+See+the+Crimson+Wave,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Perfect Love,276,267,"""O Perfect Love"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Perfect+Love%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Perfect+Love%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Perfect+Love,https://www.hymncds.com/search?type=product&q=O+Perfect+Love,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Sacred Head Now Wonded,188,,"""O Sacred Head Now Wonded"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Sacred+Head+Now+Wonded%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Sacred+Head+Now+Wonded%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Sacred+Head+Now+Wonded,https://www.hymncds.com/search?type=product&q=O+Sacred+Head+Now+Wonded,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O the Way is Long and Weary,,91,"""O the Way is Long and Weary"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+the+Way+is+Long+and+Weary%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+the+Way+is+Long+and+Weary%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+the+Way+is+Long+and+Weary,https://www.hymncds.com/search?type=product&q=O+the+Way+is+Long+and+Weary,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Thou in Whose Presence,20,22,"""O Thou in Whose Presence"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Thou+in+Whose+Presence%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Thou+in+Whose+Presence%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Thou+in+Whose+Presence,https://www.hymncds.com/search?type=product&q=O+Thou+in+Whose+Presence,Use accompaniment/instrumental only. Verify license before download or app redistribution.
O Worship the King,40,40,"""O Worship the King"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O+Worship+the+King%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O+Worship+the+King%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O+Worship+the+King,https://www.hymncds.com/search?type=product&q=O+Worship+the+King,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"O, Lord I'm Fired",81,,"""O, Lord I'm Fired"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O%2C+Lord+I%27m+Fired%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O%2C+Lord+I%27m+Fired%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O%2C+Lord+I%27m+Fired,https://www.hymncds.com/search?type=product&q=O%2C+Lord+I%27m+Fired,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"O, When Shall I see Jesus?",233,,"""O, When Shall I see Jesus?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22O%2C+When+Shall+I+see+Jesus%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22O%2C+When+Shall+I+see+Jesus%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=O%2C+When+Shall+I+see+Jesus%3F,https://www.hymncds.com/search?type=product&q=O%2C+When+Shall+I+see+Jesus%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
On Jordan's Stromy Banks,232,220,"""On Jordan's Stromy Banks"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22On+Jordan%27s+Stromy+Banks%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22On+Jordan%27s+Stromy+Banks%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=On+Jordan%27s+Stromy+Banks,https://www.hymncds.com/search?type=product&q=On+Jordan%27s+Stromy+Banks,Use accompaniment/instrumental only. Verify license before download or app redistribution.
On the Mountain Temple,,7,"""On the Mountain Temple"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22On+the+Mountain+Temple%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22On+the+Mountain+Temple%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=On+the+Mountain+Temple,https://www.hymncds.com/search?type=product&q=On+the+Mountain+Temple,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Onward, Christian Soldiers",203,203,"""Onward, Christian Soldiers"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Onward%2C+Christian+Soldiers%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Onward%2C+Christian+Soldiers%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Onward%2C+Christian+Soldiers,https://www.hymncds.com/search?type=product&q=Onward%2C+Christian+Soldiers,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Over Younder,239,,"""Over Younder"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Over+Younder%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Over+Younder%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Over+Younder,https://www.hymncds.com/search?type=product&q=Over+Younder,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Pass Me Not, O Gentle Saviour",51,51,"""Pass Me Not, O Gentle Saviour"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Pass+Me+Not%2C+O+Gentle+Saviour%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Pass+Me+Not%2C+O+Gentle+Saviour%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Pass+Me+Not%2C+O+Gentle+Saviour,https://www.hymncds.com/search?type=product&q=Pass+Me+Not%2C+O+Gentle+Saviour,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Peace Like a River,146,,"""Peace Like a River"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Peace+Like+a+River%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Peace+Like+a+River%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Peace+Like+a+River,https://www.hymncds.com/search?type=product&q=Peace+Like+a+River,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Praise God Who Saved the Lost,,20,"""Praise God Who Saved the Lost"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Praise+God+Who+Saved+the+Lost%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Praise+God+Who+Saved+the+Lost%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Praise+God+Who+Saved+the+Lost,https://www.hymncds.com/search?type=product&q=Praise+God+Who+Saved+the+Lost,Use accompaniment/instrumental only. Verify license before download or app redistribution.
